id,name,year,headSize,strungWeight,balance,balancePts,swingweight,stiffness,beamWidth,pattern,tensionRange,powerLevel,strokeStyle,swingSpeed,frameProfile,identity,notes
dunlop-fx-500-2025,Dunlop FX 500 2025,2025,100,318,33,4 pts HL,320,68,"23,26,23",16x19,"45,55",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Standard,TWU: twistweight=15.9 vibration=160Hz power=41% sweetzone=17sqin
dunlop-fx-500-ls,Dunlop FX 500 LS,,100,301,33.5,2 pts HL,300,71,"23,26,23",16x19,"45,55",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Lightweight,TWU: twistweight=14.2 vibration=169Hz power=39% sweetzone=14sqin
dunlop-fx-500-ls-2023,Dunlop FX 500 LS 2023,2023,100,301,33.5,2 pts HL,305,67,"23,26,23",16x19,"45,55",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Standard,TWU: twistweight=15.1 vibration=164Hz power=39% sweetzone=15sqin
dunlop-fx-500-ls-2025,Dunlop FX 500 LS 2025,2025,100,301,33.5,2 pts HL,307,67,"23,26,23",16x19,"45,55",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Standard,TWU: twistweight=14.7 vibration=160Hz power=40% sweetzone=15sqin
dunlop-fx-500-lite,Dunlop FX 500 Lite,,100,282,34,1 pts HL,293,70,"23,26,23",16x19,"45,55",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Lightweight,TWU: twistweight=13.9 vibration=168Hz power=38% sweetzone=13sqin
dunlop-fx-500-lite-2023,Dunlop FX 500 Lite 2023,2023,100,283,34,1 pts HL,301,68,"23,26,23",16x19,"45,55",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Lightweight,TWU: twistweight=14.6 vibration=164Hz power=39% sweetzone=14sqin
dunlop-fx-500-tour,Dunlop FX 500 Tour,,98,323,32.5,6 pts HL,318,69,"23,26,23",16x19,"45,55",Low-Medium,Full,Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=15.1 vibration=154Hz power=41% sweetzone=16sqin
dunlop-fx-500-tour-2023,Dunlop FX 500 Tour 2023,2023,98,320,32.5,6 pts HL,317,65,"23,26,23",16x19,"45,55",Low-Medium,Full,Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=15.1 vibration=146Hz power=40% sweetzone=16sqin
dunlop-fx-500-tour-2025,Dunlop FX 500 Tour 2025,2025,98,323,32.5,6 pts HL,322,65,"23,26,23",16x19,"45,55",Low-Medium,Full,Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=15.6 vibration=142Hz power=41% sweetzone=17sqin
dunlop-fx-700,Dunlop FX 700,,107,278,34.8,Even,321,68,"24,27,24",16x19,"45,55",Medium-High,Medium,Medium,"24/27/24mm beam, 16x19 pattern",Standard,TWU: twistweight=15.6 vibration=152Hz power=41% sweetzone=17sqin length=27.5in
dunlop-fx-700-2023,Dunlop FX 700 2023,2023,107,325,34.8,Even,325,67,"24,27,24",16x19,"45,55",Medium-High,Medium,Medium,"24/27/24mm beam, 16x19 pattern",Standard,TWU: twistweight=16.2 vibration=156Hz power=41% sweetzone=17sqin length=27.5in
dunlop-sx-300,Dunlop SX 300,,100,318,33,4 pts HL,322,68,"23,26,23",16x19,"45,55",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Standard,TWU: twistweight=15 vibration=152Hz power=41% sweetzone=17sqin
dunlop-sx-300-tour,Dunlop SX 300 Tour,,98,323,32.5,6 pts HL,324,66,"23,26,23",16x19,"45,55",Medium,Full,Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=14.7 vibration=148Hz power=41% sweetzone=17sqin
dunlop-srixon-cx-200,Dunlop Srixon CX 200,,98,323,32.5,6 pts HL,319,65,"21,21,21",16x19,"45,55",Low-Medium,Full,Fast,"21/21/21mm beam, 16x19 pattern",Standard,TWU: twistweight=14.2 vibration=148Hz power=41% sweetzone=16sqin
dunlop-srixon-cx-200-ls,Dunlop Srixon CX 200 LS,,98,306,33.5,2 pts HL,316,64,"21,21,21",16x19,"45,55",Low-Medium,Full,Fast,"21/21/21mm beam, 16x19 pattern",Lightweight,TWU: twistweight=14.4 vibration=148Hz power=40% sweetzone=16sqin
dunlop-srixon-cx-200-tour-16x19,Dunlop Srixon CX 200 Tour (16x19),,95,328,32,7 pts HL,317,64,"21,21,21",16x19,"45,55",Low-Medium,Full,Fast,"21/21/21mm beam, 16x19 pattern",Control,TWU: twistweight=13 vibration=144Hz power=40% sweetzone=15sqin
dunlop-srixon-cx-200-tour-18x20,Dunlop Srixon CX 200 Tour (18x20),,95,332,32,7 pts HL,318,63,"21,21,21",18x20,"45,55",Low,Full,Fast,"21/21/21mm beam, 18x20 pattern",Control Precision,TWU: twistweight=13.5 vibration=138Hz power=40% sweetzone=15sqin
dunlop-srixon-cx-200,Dunlop Srixon CX 200+,,98,323,33,6 pts HL,340,66,"21,21,21",16x19,"45,55",Low-Medium,Full,Fast,"21/21/21mm beam, 16x19 pattern",Standard,TWU: twistweight=14.7 vibration=149Hz power=43% sweetzone=18sqin length=27.5in
dunlop-srixon-cx-400,Dunlop Srixon CX 400,,100,301,34,1 pts HL,314,71,"21,21,21",16x19,"45,55",Low-Medium,Full,Fast,"21/21/21mm beam, 16x19 pattern",Standard,TWU: twistweight=14.7 vibration=163Hz power=40% sweetzone=16sqin
dunlop-srixon-revo-cx-2-0,Dunlop Srixon Revo CX 2.0,,98,318,32.5,6 pts HL,314,68,"21,21,21",16x19,"45,55",Low-Medium,Full,Fast,"21/21/21mm beam, 16x19 pattern",Standard,TWU: twistweight=13.6 vibration=157Hz power=40% sweetzone=15sqin
dunlop-srixon-revo-cx-2-0-ls,Dunlop Srixon Revo CX 2.0 LS,,98,313,33,4 pts HL,316,66,"21,21,21",16x19,"45,55",Low-Medium,Full,Fast,"21/21/21mm beam, 16x19 pattern",Lightweight,TWU: twistweight=13.5 vibration=151Hz power=40% sweetzone=16sqin
dunlop-srixon-revo-cx-4-0,Dunlop Srixon Revo CX 4.0,,100,300,33,4 pts HL,302,71,"21,21,21",16x19,"45,55",Low-Medium,Full,Fast,"21/21/21mm beam, 16x19 pattern",Standard,TWU: twistweight=14.2 vibration=172Hz power=39% sweetzone=14sqin
dunlop-srixon-revo-cx-tour-18x20,Dunlop Srixon Revo CX Tour 18x20,,95,329,31.5,9 pts HL,314,61,"21,21,21",18x20,"45,55",Low,Full,Fast,"21/21/21mm beam, 18x20 pattern",Control Precision,TWU: twistweight=12.6 vibration=140Hz power=40% sweetzone=15sqin
head-boom-mp-2022,Head Boom MP 2022,2022,100,315,32.7,5 pts HL,318,64,"22,22,22",16x19,"48,57",Medium,Medium-Full,Medium-Fast,"22/22/22mm beam, 16x19 pattern",All-Rounder,TWU: twistweight=14.3 vibration=144Hz power=40% sweetzone=16sqin
head-boom-mp-2024,Head Boom MP 2024,2024,100,312,32.5,6 pts HL,317,62,"22,22,22",16x19,"48,57",Medium,Medium-Full,Medium-Fast,"22/22/22mm beam, 16x19 pattern",All-Rounder,TWU: twistweight=14.3 vibration=147Hz power=40% sweetzone=16sqin
head-boom-pro-2022,Head Boom Pro 2022,2022,98,329,32.4,6 pts HL,325,67,"22,22,22",16x19,"48,57",Low-Medium,Full,Fast,"22/22/22mm beam, 16x19 pattern",Control,TWU: twistweight=14.6 vibration=146Hz power=41% sweetzone=17sqin
head-boom-pro-2024,Head Boom Pro 2024,2024,98,326,32,7 pts HL,323,64,"22,22,22",16x19,"48,57",Low-Medium,Full,Fast,"22/22/22mm beam, 16x19 pattern",Control,TWU: twistweight=14.5 vibration=130Hz power=41% sweetzone=17sqin
head-boom-team-2024,Head Boom Team 2024,2024,102,289,33.6,2 pts HL,309,62,"22,22,22",16x19,"48,57",Medium,Medium,Medium,"22/22/22mm beam, 16x19 pattern",All-Rounder,TWU: twistweight=15.6 vibration=126Hz power=39% sweetzone=16sqin
head-extreme-mp-2022,Head Extreme MP 2022,2022,100,318,33,4 pts HL,322,66,"24,26,24",16x19,"48,57",Medium-High,Medium-Full,Medium-Fast,"24/26/24mm beam, 16x19 pattern",All-Rounder,TWU: twistweight=14.3 vibration=152Hz power=41% sweetzone=16sqin
head-extreme-pro-2024,Head Extreme Pro 2024,2024,98,323,32.5,6 pts HL,322,64,"23,26,23",16x19,"48,57",Medium,Full,Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=14.5 vibration=151Hz power=41% sweetzone=16sqin
head-extreme-tour-2022,Head Extreme Tour 2022,2022,98,320,32.5,6 pts HL,317,63,"23,26,23",16x19,"48,57",Medium,Full,Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=13.9 vibration=138Hz power=40% sweetzone=16sqin
head-fxp-radical-team,Head FXP Radical Team,,102,295,28.6,18 pts HL,313,59,"22,25,23",16x19,"48,57",Medium,Medium-Full,Medium-Fast,"22/25/23mm beam, 16x19 pattern",All-Rounder,TWU: twistweight=13.4 vibration=134Hz power=39% sweetzone=14sqin
head-graphene-360-extreme-lite,Head Graphene 360 Extreme Lite,,100,281,35.3,3 pts HH,315,62,"24,26,24",16x19,"48,57",Medium,Medium,Medium,"24/26/24mm beam, 16x19 pattern",Lightweight,TWU: twistweight=15.2 vibration=145Hz power=40% sweetzone=16sqin
head-graphene-360-extreme-mp,Head Graphene 360 Extreme MP,,100,318,33.5,2 pts HL,328,63,"24,26,24",16x19,"48,57",Medium-High,Medium-Full,Medium-Fast,"24/26/24mm beam, 16x19 pattern",All-Rounder,TWU: twistweight=15.1 vibration=140Hz power=42% sweetzone=16sqin
head-graphene-360-extreme-pro,Head Graphene 360 Extreme Pro,,100,329,32.5,6 pts HL,331,64,"23,26,23",16x19,"48,57",Medium,Full,Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=14.8 vibration=141Hz power=42% sweetzone=17sqin
head-graphene-360-radical-mp,Head Graphene 360 Radical MP,,98,312,32.4,6 pts HL,324,68,"21,23,21",16x19,"48,57",Low-Medium,Full,Fast,"21/23/21mm beam, 16x19 pattern",All-Rounder,TWU: twistweight=13.6 vibration=152Hz power=41% sweetzone=16sqin
head-graphene-360-radical-pro,Head Graphene 360 Radical Pro,,98,326,32.4,6 pts HL,325,68,"20,23,21",16x19,"48,57",Low-Medium,Full,Fast,"20/23/21mm beam, 16x19 pattern",Control,TWU: twistweight=14 vibration=160Hz power=42% sweetzone=16sqin
head-graphene-360-radical-s,Head Graphene 360 Radical S,,102,294,32.6,5 pts HL,307,61,"22,25,23",16x19,"48,57",Medium,Medium-Full,Medium-Fast,"22/25/23mm beam, 16x19 pattern",Lightweight,TWU: twistweight=13.8 vibration=145Hz power=39% sweetzone=14sqin
head-graphene-360-speed-lite,Head Graphene 360 Speed Lite,,100,281,34.8,2 pts HH,300,68,"25,25,25",16x19,"48,57",Medium,Medium,Medium,"25/25/25mm beam, 16x19 pattern",Lightweight,TWU: twistweight=13.8 vibration=156Hz power=39% sweetzone=14sqin
head-graphene-360-speed-mp,Head Graphene 360 Speed MP,,100,318,33,4 pts HL,317,63,"23,23,23",16x19,"48,57",Medium,Medium-Full,Medium-Fast,"23/23/23mm beam, 16x19 pattern",All-Rounder,TWU: twistweight=15 vibration=145Hz power=40% sweetzone=16sqin
head-graphene-360-speed-mp-lite,Head Graphene 360 Speed MP Lite,,100,292,34,1 pts HL,309,63,"23,23,23",16x19,"48,57",Medium,Medium-Full,Medium-Fast,"23/23/23mm beam, 16x19 pattern",All-Rounder,TWU: twistweight=14.1 vibration=145Hz power=40% sweetzone=15sqin
head-graphene-360-speed-pro,Head Graphene 360 Speed Pro,,100,326,32.5,6 pts HL,318,62,"23,23,23",18x20,"48,57",Low,Full,Fast,"23/23/23mm beam, 18x20 pattern",Control,TWU: twistweight=14.2 vibration=144Hz power=40% sweetzone=16sqin
head-graphene-360-extreme-lite,Head Graphene 360+ Extreme Lite,,105,278,35.3,3 pts HH,310,67,"24,26,24",16x19,"48,57",Medium,Medium,Medium,"24/26/24mm beam, 16x19 pattern",Lightweight,TWU: twistweight=15.8 vibration=150Hz power=40% sweetzone=16sqin
head-graphene-360-extreme-mp,Head Graphene 360+ Extreme MP,,100,318,33.5,2 pts HL,325,66,"24,26,24",16x19,"48,57",Medium-High,Medium-Full,Medium-Fast,"24/26/24mm beam, 16x19 pattern",All-Rounder,TWU: twistweight=14.9 vibration=146Hz power=41% sweetzone=17sqin
head-graphene-360-extreme-nite-mp,Head Graphene 360+ Extreme Nite MP,,100,318,33.5,2 pts HL,325,66,"24,26,24",16x19,"48,57",Medium-High,Medium-Full,Medium-Fast,"24/26/24mm beam, 16x19 pattern",All-Rounder,TWU: twistweight=14.9 vibration=146Hz power=41% sweetzone=17sqin
head-graphene-360-extreme-nite-tour,Head Graphene 360+ Extreme Nite Tour,,98,323,32.5,6 pts HL,318,65,"23,26,23",16x19,"48,57",Medium,Full,Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=14.3 vibration=142Hz power=40% sweetzone=16sqin
head-graphene-360-extreme-s,Head Graphene 360+ Extreme S,,105,289,34.5,1 pts HH,312,66,"24,26,24",16x19,"48,57",Medium,Medium,Medium,"24/26/24mm beam, 16x19 pattern",Lightweight,TWU: twistweight=15.7 vibration=145Hz power=40% sweetzone=16sqin
head-graphene-360-extreme-tour,Head Graphene 360+ Extreme Tour,,98,323,32.5,6 pts HL,318,65,"23,26,23",16x19,"48,57",Medium,Full,Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=14.3 vibration=142Hz power=40% sweetzone=16sqin
head-graphene-360-gravity-lite,Head Graphene 360+ Gravity Lite,,104,298,34.3,Even,298,60,"22,22,22",16x20,"48,57",Medium,Medium,Medium,"22/22/22mm beam, 16x20 pattern",Lightweight,TWU: twistweight=14.7 vibration=143Hz power=38% sweetzone=13sqin
head-graphene-360-gravity-lite-2021,Head Graphene 360+ Gravity Lite 2021,2021,104,298,34.3,Even,298,60,"22,22,22",16x20,"48,57",Medium,Medium,Medium,"22/22/22mm beam, 16x20 pattern",Lightweight,TWU: twistweight=14.7 vibration=143Hz power=38% sweetzone=13sqin
head-graphene-360-gravity-mp,Head Graphene 360+ Gravity MP,,100,312,33.5,2 pts HL,323,62,"22,22,22",16x20,"48,57",Low-Medium,Medium-Full,Fast,"22/22/22mm beam, 16x20 pattern",All-Rounder,TWU: twistweight=14.1 vibration=139Hz power=41% sweetzone=16sqin
head-graphene-360-gravity-mp-2021,Head Graphene 360+ Gravity MP 2021,2021,100,312,33.5,2 pts HL,323,62,"22,22,22",16x20,"48,57",Low-Medium,Medium-Full,Fast,"22/22/22mm beam, 16x20 pattern",All-Rounder,TWU: twistweight=14.1 vibration=139Hz power=41% sweetzone=16sqin
head-graphene-360-gravity-mp-lite,Head Graphene 360+ Gravity MP Lite,,100,295,33.2,3 pts HL,303,62,"22,22,22",16x20,"48,57",Low-Medium,Medium-Full,Fast,"22/22/22mm beam, 16x20 pattern",All-Rounder,TWU: twistweight=13.8 vibration=144Hz power=39% sweetzone=14sqin
head-graphene-360-gravity-pro,Head Graphene 360+ Gravity Pro,,100,332,32.4,6 pts HL,332,62,"20,20,20",18x20,"48,57",Low,Full,Fast,"20/20/20mm beam, 18x20 pattern",Control,TWU: twistweight=14.5 vibration=138Hz power=42% sweetzone=17sqin
head-graphene-360-gravity-pro-2021,Head Graphene 360+ Gravity Pro 2021,2021,100,332,32.4,6 pts HL,332,62,"20,20,20",18x20,"48,57",Low,Full,Fast,"20/20/20mm beam, 18x20 pattern",Control,TWU: twistweight=14.5 vibration=138Hz power=42% sweetzone=17sqin
head-graphene-360-gravity-s,Head Graphene 360+ Gravity S,,104,301,33.5,2 pts HL,307,61,"22,22,22",16x20,"48,57",Low-Medium,Medium-Full,Fast,"22/22/22mm beam, 16x20 pattern",Lightweight,TWU: twistweight=15.5 vibration=138Hz power=39% sweetzone=15sqin
head-graphene-360-gravity-s-2021,Head Graphene 360+ Gravity S 2021,2021,104,301,33.5,2 pts HL,307,61,"22,22,22",16x20,"48,57",Low-Medium,Medium-Full,Fast,"22/22/22mm beam, 16x20 pattern",Standard,TWU: twistweight=15.5 vibration=138Hz power=39% sweetzone=15sqin
head-graphene-360-gravity-tour,Head Graphene 360+ Gravity Tour,,100,323,33,4 pts HL,325,61,"22,22,22",16x19,"48,57",Low-Medium,Medium-Full,Fast,"22/22/22mm beam, 16x19 pattern",Control,TWU: twistweight=14.8 vibration=139Hz power=41% sweetzone=17sqin
head-graphene-360-gravity-tour-2021,Head Graphene 360+ Gravity Tour 2021,2021,100,323,33,4 pts HL,325,61,"22,22,22",16x19,"48,57",Low-Medium,Medium-Full,Fast,"22/22/22mm beam, 16x19 pattern",Control,TWU: twistweight=14.8 vibration=139Hz power=41% sweetzone=17sqin
head-graphene-360-prestige-mid,Head Graphene 360+ Prestige Mid,,93,335,32,7 pts HL,328,65,"20,20,20",18x20,"48,57",Low,Full,Fast,"20/20/20mm beam, 18x20 pattern",Standard,TWU: twistweight=13.3 vibration=135Hz power=42% sweetzone=15sqin
head-graphene-360-prestige-midplus,Head Graphene 360+ Prestige Midplus,,98,337,32,7 pts HL,323,61,"20,20,20",18x20,"48,57",Low,Full,Fast,"20/20/20mm beam, 18x20 pattern",Lightweight,TWU: twistweight=13.9 vibration=135Hz power=41% sweetzone=16sqin
head-graphene-360-prestige-pro,Head Graphene 360+ Prestige Pro,,95,335,32.5,6 pts HL,327,65,"20,20,20",18x20,"48,57",Low,Full,Fast,"20/20/20mm beam, 18x20 pattern",Control,TWU: twistweight=14.2 vibration=141Hz power=42% sweetzone=16sqin
head-graphene-360-prestige-tour,Head Graphene 360+ Prestige Tour,,99,323,33,4 pts HL,326,65,"20,20,20",18x20,"48,57",Low,Full,Fast,"20/20/20mm beam, 18x20 pattern",Control,TWU: twistweight=14.9 vibration=146Hz power=41% sweetzone=17sqin
head-graphene-360-radical-mp,Head Graphene 360+ Radical MP,,98,318,33,4 pts HL,326,65,"21,23,21",16x19,"48,57",Low-Medium,Full,Fast,"21/23/21mm beam, 16x19 pattern",All-Rounder,TWU: twistweight=14.4 vibration=146Hz power=41% sweetzone=17sqin
head-graphene-360-radical-pro,Head Graphene 360+ Radical Pro,,98,332,32.4,6 pts HL,330,65,"20,23,21",16x19,"48,57",Low-Medium,Full,Fast,"20/23/21mm beam, 16x19 pattern",Control,TWU: twistweight=14.1 vibration=146Hz power=42% sweetzone=17sqin
head-graphene-360-radical-s,Head Graphene 360+ Radical S,,102,295,33,4 pts HL,309,63,"22,25,23",16x19,"48,57",Medium,Medium-Full,Medium-Fast,"22/25/23mm beam, 16x19 pattern",Lightweight,TWU: twistweight=14.2 vibration=148Hz power=40% sweetzone=15sqin
head-graphene-360-speed-lite,Head Graphene 360+ Speed Lite,,100,278,34.8,2 pts HH,304,68,"25,25,25",16x19,"48,57",Medium,Medium,Medium,"25/25/25mm beam, 16x19 pattern",Lightweight,TWU: twistweight=13.8 vibration=152Hz power=39% sweetzone=14sqin
head-graphene-360-speed-mp,Head Graphene 360+ Speed MP,,100,318,33,4 pts HL,328,64,"23,23,23",16x19,"48,57",Medium,Medium-Full,Medium-Fast,"23/23/23mm beam, 16x19 pattern",All-Rounder,TWU: twistweight=14.4 vibration=145Hz power=42% sweetzone=17sqin
head-graphene-360-speed-mp-black,Head Graphene 360+ Speed MP (Black),,100,318,33,4 pts HL,328,64,"23,23,23",16x19,"48,57",Medium,Medium-Full,Medium-Fast,"23/23/23mm beam, 16x19 pattern",All-Rounder,TWU: twistweight=14.4 vibration=145Hz power=42% sweetzone=16sqin
head-graphene-360-speed-mp-lite,Head Graphene 360+ Speed MP Lite,,100,292,34,1 pts HL,313,64,"23,23,23",16x19,"48,57",Medium,Medium-Full,Medium-Fast,"23/23/23mm beam, 16x19 pattern",All-Rounder,TWU: twistweight=13.5 vibration=145Hz power=40% sweetzone=15sqin
head-graphene-360-speed-pwr,Head Graphene 360+ Speed PWR,,115,275,35.6,3 pts HH,319,69,"23,23,23",16x19,"48,57",Medium,Medium-Full,Medium-Fast,"23/23/23mm beam, 16x19 pattern",Standard,TWU: twistweight=16.5 vibration=164Hz power=41% sweetzone=17sqin length=27.4in
head-graphene-360-speed-pro,Head Graphene 360+ Speed Pro,,100,329,32.5,6 pts HL,329,62,"23,23,23",18x20,"48,57",Low,Full,Fast,"23/23/23mm beam, 18x20 pattern",Control,TWU: twistweight=14.4 vibration=139Hz power=42% sweetzone=17sqin
head-graphene-360-speed-pro-black,Head Graphene 360+ Speed Pro (Black),,100,329,32.5,6 pts HL,329,62,"23,23,23",18x20,"48,57",Low,Full,Fast,"23/23/23mm beam, 18x20 pattern",Control,TWU: twistweight=14.4 vibration=139Hz power=42% sweetzone=16sqin
head-graphene-360-speed-s,Head Graphene 360+ Speed S,,100,301,33,4 pts HL,307,69,"23,23,23",16x19,"48,57",Medium,Medium-Full,Medium-Fast,"23/23/23mm beam, 16x19 pattern",Lightweight,TWU: twistweight=13.9 vibration=153Hz power=39% sweetzone=15sqin
head-graphene-extreme-lite,Head Graphene Extreme Lite,,100,288,35,2 pts HH,312,62,"24,26,24",16x19,"48,57",Medium,Medium,Medium,"24/26/24mm beam, 16x19 pattern",Lightweight,TWU: twistweight=14.6 vibration=140Hz power=40% sweetzone=15sqin
head-graphene-extreme-mp,Head Graphene Extreme MP,,100,321,33.4,3 pts HL,321,70,"24,26,24",16x19,"48,57",Medium-High,Medium-Full,Medium-Fast,"24/26/24mm beam, 16x19 pattern",All-Rounder,TWU: twistweight=15.7 vibration=159Hz power=41% sweetzone=17sqin
head-graphene-extreme-pro,Head Graphene Extreme Pro,,100,335,32.2,7 pts HL,320,68,"23,26,23",16x19,"48,57",Medium,Full,Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=15.9 vibration=151Hz power=41% sweetzone=17sqin
head-graphene-prestige-midplus,Head Graphene Prestige Midplus,,98,329,32.7,5 pts HL,324,63,"20,20,20",18x20,"48,57",Low,Full,Fast,"20/20/20mm beam, 18x20 pattern",Lightweight,TWU: twistweight=13.6 vibration=135Hz power=41% sweetzone=16sqin
head-graphene-prestige-pro,Head Graphene Prestige Pro,,98,334,33.3,3 pts HL,339,64,"20,20,20",18x20,"48,57",Low,Full,Fast,"20/20/20mm beam, 18x20 pattern",Control,TWU: twistweight=14.5 vibration=136Hz power=43% sweetzone=18sqin
head-graphene-prestige-rev-pro,Head Graphene Prestige Rev Pro,,93,316,33,4 pts HL,327,61,"20,20,20",18x20,"48,57",Low,Full,Fast,"20/20/20mm beam, 18x20 pattern",Control,TWU: twistweight=12.1 vibration=137Hz power=41% sweetzone=15sqin
head-graphene-prestige-s,Head Graphene Prestige S,,98,317,33.3,3 pts HL,316,62,"20,20,20",18x20,"48,57",Low,Full,Fast,"20/20/20mm beam, 18x20 pattern",Lightweight,TWU: twistweight=13.7 vibration=136Hz power=40% sweetzone=16sqin
head-graphene-radical-mp,Head Graphene Radical MP,,98,316,33,4 pts HL,316,65,"21,23,21",16x19,"48,57",Low-Medium,Full,Fast,"21/23/21mm beam, 16x19 pattern",All-Rounder,TWU: twistweight=13.8 vibration=152Hz power=40% sweetzone=16sqin
head-graphene-radical-pro,Head Graphene Radical Pro,,98,324,32.5,6 pts HL,326,68,"20,23,21",16x19,"48,57",Low-Medium,Full,Fast,"20/23/21mm beam, 16x19 pattern",Control,TWU: twistweight=13.9 vibration=149Hz power=42% sweetzone=16sqin
head-graphene-radical-rev,Head Graphene Radical Rev,,98,275,36.7,8 pts HH,331,64,"21,23,21",16x19,"48,57",Low-Medium,Full,Fast,"21/23/21mm beam, 16x19 pattern",Standard,TWU: twistweight=13.7 vibration=148Hz power=42% sweetzone=17sqin
head-graphene-radical-s,Head Graphene Radical S,,102,293,33.4,3 pts HL,309,63,"22,25,23",16x19,"48,57",Medium,Medium-Full,Medium-Fast,"22/25/23mm beam, 16x19 pattern",Lightweight,TWU: twistweight=13.2 vibration=149Hz power=40% sweetzone=14sqin
head-graphene-touch-extreme-lite,Head Graphene Touch Extreme Lite,,100,274,34.8,2 pts HH,299,60,"24,26,24",16x19,"48,57",Medium,Medium,Medium,"24/26/24mm beam, 16x19 pattern",Lightweight,TWU: twistweight=13.8 vibration=136Hz power=38% sweetzone=13sqin
head-graphene-touch-extreme-mp,Head Graphene Touch Extreme MP,,100,310,33,4 pts HL,323,63,"24,26,24",16x19,"48,57",Medium-High,Medium-Full,Medium-Fast,"24/26/24mm beam, 16x19 pattern",All-Rounder,TWU: twistweight=14.6 vibration=139Hz power=41% sweetzone=17sqin
head-graphene-touch-prestige-mid,Head Graphene Touch Prestige Mid,,93,337,32,7 pts HL,326,61,"20,20,20",18x20,"48,57",Low,Full,Fast,"20/20/20mm beam, 18x20 pattern",Standard,TWU: twistweight=12.2 vibration=145Hz power=41% sweetzone=16sqin
head-graphene-touch-prestige-midplus,Head Graphene Touch Prestige Midplus,,95,338,32.5,6 pts HL,321,65,"20,20,20",18x20,"48,57",Low,Full,Fast,"20/20/20mm beam, 18x20 pattern",Lightweight,TWU: twistweight=13.5 vibration=143Hz power=41% sweetzone=16sqin
head-graphene-touch-prestige-pro,Head Graphene Touch Prestige Pro,,95,332,32.5,6 pts HL,322,63,"20,20,20",18x20,"48,57",Low,Full,Fast,"20/20/20mm beam, 18x20 pattern",Control,TWU: twistweight=13.8 vibration=140Hz power=41% sweetzone=16sqin
head-graphene-touch-prestige-tour,Head Graphene Touch Prestige Tour,,99,323,33,4 pts HL,325,65,"20,20,20",18x20,"48,57",Low,Full,Fast,"20/20/20mm beam, 18x20 pattern",Control,TWU: twistweight=14.7 vibration=143Hz power=41% sweetzone=17sqin
head-graphene-touch-radical-mp,Head Graphene Touch Radical MP,,98,310,33,4 pts HL,327,65,"21,23,21",16x19,"48,57",Low-Medium,Full,Fast,"21/23/21mm beam, 16x19 pattern",All-Rounder,TWU: twistweight=14.3 vibration=151Hz power=42% sweetzone=17sqin
head-graphene-touch-radical-mp-ltd,Head Graphene Touch Radical MP Ltd.,,98,312,33,4 pts HL,323,65,"21,23,21",16x19,"48,57",Low-Medium,Full,Fast,"21/23/21mm beam, 16x19 pattern",All-Rounder,TWU: twistweight=13.6 vibration=158Hz power=41% sweetzone=16sqin
head-graphene-touch-radical-pro,Head Graphene Touch Radical Pro,,98,325,32.5,6 pts HL,324,66,"20,23,21",16x19,"48,57",Low-Medium,Full,Fast,"20/23/21mm beam, 16x19 pattern",Control,TWU: twistweight=14.6 vibration=157Hz power=41% sweetzone=17sqin
head-graphene-touch-radical-s,Head Graphene Touch Radical S,,102,293,33.1,4 pts HL,301,61,"22,25,23",16x19,"48,57",Medium,Medium-Full,Medium-Fast,"22/25/23mm beam, 16x19 pattern",Lightweight,TWU: twistweight=14.1 vibration=143Hz power=38% sweetzone=14sqin
head-graphene-touch-speed-mp,Head Graphene Touch Speed MP,,100,314,32.6,5 pts HL,309,64,"23,23,23",16x19,"48,57",Medium,Medium-Full,Medium-Fast,"23/23/23mm beam, 16x19 pattern",All-Rounder,TWU: twistweight=13.6 vibration=145Hz power=40% sweetzone=14sqin
head-graphene-touch-speed-pwr,Head Graphene Touch Speed PWR,,115,275,35.8,3 pts HH,315,62,"23,23,23",16x19,"48,57",Medium,Medium-Full,Medium-Fast,"23/23/23mm beam, 16x19 pattern",Standard,TWU: twistweight=16.6 vibration=150Hz power=40% sweetzone=17sqin length=27.4in
