id,name,year,headSize,strungWeight,balance,balancePts,swingweight,stiffness,beamWidth,pattern,tensionRange,powerLevel,strokeStyle,swingSpeed,frameProfile,identity,notes
prince-phantom-pro-100,Prince Phantom Pro 100,,100,323,32.5,6 pts HL,320,54,"20,20,20",16x19,"48,58",Low-Medium,Full,Fast,"20/20/20mm beam, 16x19 pattern",Control,TWU: twistweight=15.1 vibration=129Hz power=41% sweetzone=17sqin
prince-phantom-pro-100-18x20,Prince Phantom Pro 100 (18x20),,100,337,31.5,9 pts HL,326,55,"20,20,20",16x19,"48,58",Low-Medium,Full,Fast,"20/20/20mm beam, 16x19 pattern",Control Precision,TWU: twistweight=15 vibration=130Hz power=41% sweetzone=17sqin
prince-phantom-pro-100p,Prince Phantom Pro 100P,,100,326,32.5,6 pts HL,329,59,"20,20,20",16x19,"48,58",Low-Medium,Full,Fast,"20/20/20mm beam, 16x19 pattern",Control,TWU: twistweight=14.9 vibration=137Hz power=42% sweetzone=17sqin
prince-phantom-pro-93p,Prince Phantom Pro 93P,,93,346,31.5,9 pts HL,330,61,"19,19,19",14x18,"48,58",Low,Full,Fast,"19/19/19mm beam, 14x18 pattern",Control,TWU: twistweight=13.8 vibration=138Hz power=42% sweetzone=16sqin
prince-phantom-pro-93p-14x18,Prince Phantom Pro 93P (14x18),,93,343,32,7 pts HL,327,63,"19,19,19",14x18,"48,58",Low,Full,Fast,"19/19/19mm beam, 14x18 pattern",Control,TWU: twistweight=13.6 vibration=146Hz power=42% sweetzone=13sqin
prince-premier-105-esp,Prince Premier 105 ESP,,105,301,34.6,Even,322,65,"24,27,24",16x19,"48,58",Medium-High,Medium,Medium,"24/27/24mm beam, 16x19 pattern",Standard,TWU: twistweight=15.8 vibration=146Hz power=41% sweetzone=17sqin length=27.25in
prince-premier-105l-esp,Prince Premier 105L ESP,,105,289,34.6,1 pts HH,304,55,"24,27,24",16x19,"48,58",Medium-High,Medium,Medium,"24/27/24mm beam, 16x19 pattern",Standard,TWU: twistweight=15 vibration=152Hz power=39% sweetzone=14sqin
prince-premier-115l-esp,Prince Premier 115L ESP,,115,275,37.5,10 pts HH,325,70,"26,29,26",16x19,"45,55",High,Short,Slow,"26/29/26mm beam, 16x19 pattern",Standard,TWU: twistweight=18.9 vibration=170Hz power=42% sweetzone=19sqin
prince-response-97,Prince Response 97,,97,344,32.1,7 pts HL,322,70,"21,21,21",16x19,"50,60",Low,Full,Fast,"21/21/21mm beam, 16x19 pattern",Standard,TWU: twistweight=14.5 vibration=155Hz power=41% sweetzone=16sqin
prince-ripstick-280,Prince RipStick 280,,100,295,34.8,2 pts HH,319,63,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Standard,TWU: twistweight=15.9 vibration=142Hz power=41% sweetzone=16sqin
prince-ripcord-100-265g-2025,Prince Ripcord 100 265g 2025,2025,100,278,34.7,1 pts HH,308,65,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Standard,TWU: twistweight=14.7 vibration=137Hz power=39% sweetzone=15sqin
prince-ripcord-100-280g-2025,Prince Ripcord 100 280g 2025,2025,100,295,33,4 pts HL,315,66,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Standard,TWU: twistweight=15.3 vibration=146Hz power=40% sweetzone=16sqin
prince-ripcord-100-300g-2025,Prince Ripcord 100 300g 2025,2025,100,318,32.4,6 pts HL,322,68,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Standard,TWU: twistweight=16.3 vibration=159Hz power=41% sweetzone=17sqin
prince-ripstick-100-280g-2025,Prince Ripstick 100 280g 2025,2025,100,295,34.5,1 pts HH,317,66,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Standard,TWU: twistweight=16.2 vibration=148Hz power=40% sweetzone=16sqin
prince-ripstick-100-300g-2025,Prince Ripstick 100 300g 2025,2025,100,318,33,4 pts HL,326,67,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Standard,TWU: twistweight=15.4 vibration=149Hz power=42% sweetzone=17sqin
prince-ripstick-98-2025,Prince Ripstick 98 2025,2025,98,323,32.1,7 pts HL,328,67,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Standard,TWU: twistweight=15.4 vibration=144Hz power=42% sweetzone=17sqin
prince-synergy-98,Prince Synergy 98,,98,323,33,4 pts HL,334,60,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Standard,TWU: twistweight=15.1 vibration=139Hz power=42% sweetzone=18sqin
prince-textreme-beast-100,Prince Textreme Beast 100,,100,318,32.5,6 pts HL,322,67,"24,26,24",16x19,"48,57",Medium,Medium-Full,Medium-Fast,"24/26/24mm beam, 16x19 pattern",Standard,TWU: twistweight=14.7 vibration=149Hz power=41% sweetzone=16sqin
prince-textreme-beast-98,Prince Textreme Beast 98,,98,323,32,7 pts HL,325,64,"24,26,24",16x19,"48,57",Medium,Medium-Full,Medium-Fast,"24/26/24mm beam, 16x19 pattern",Standard,TWU: twistweight=14.8 vibration=146Hz power=41% sweetzone=16sqin
prince-textreme-beast-o3-100,Prince Textreme Beast O3 100,,100,318,33,4 pts HL,315,69,"24,26,24",16x19,"48,57",Medium,Medium-Full,Medium-Fast,"24/26/24mm beam, 16x19 pattern",Standard,TWU: twistweight=15.1 vibration=166Hz power=40% sweetzone=16sqin
prince-textreme-beast-o3-104,Prince Textreme Beast O3 104,,104,298,34.3,Even,317,67,"24,26,24",16x19,"48,57",Medium,Medium-Full,Medium-Fast,"24/26/24mm beam, 16x19 pattern",Standard,TWU: twistweight=15.9 vibration=155Hz power=41% sweetzone=16sqin
prince-textreme-beast-o3-98,Prince Textreme Beast O3 98,,98,318,32.5,6 pts HL,326,69,"24,26,24",16x19,"48,57",Medium,Medium-Full,Medium-Fast,"24/26/24mm beam, 16x19 pattern",Standard,TWU: twistweight=14.5 vibration=151Hz power=41% sweetzone=17sqin
prince-textreme-beast-pro-100-lb,Prince Textreme Beast Pro 100 LB,,100,340,32,9 pts HL,351,67,"23,26,23",16x19,"48,57",Medium,Full,Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=14.9 vibration=145Hz power=44% sweetzone=19sqin length=27.5in
prince-textreme-tour-100-290-2019,Prince Textreme Tour 100 (290) (2019),2019,100,306,33.5,2 pts HL,325,65,"23,26,23",16x19,"48,57",Medium,Full,Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=14.8 vibration=138Hz power=41% sweetzone=15sqin
prince-textreme-tour-100-310-2019,Prince Textreme Tour 100 (310) (2019),2019,100,326,32,7 pts HL,327,65,"23,26,23",16x19,"48,57",Medium,Full,Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=15.3 vibration=145Hz power=41% sweetzone=17sqin
prince-textreme-tour-100-l,Prince Textreme Tour 100 L,,100,286,34.6,1 pts HH,311,64,"23,26,23",16x19,"48,57",Medium,Full,Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=13.8 vibration=145Hz power=40% sweetzone=15sqin
prince-textreme-tour-100-p,Prince Textreme Tour 100 P,,100,325,32.3,6 pts HL,324,63,"23,26,23",16x19,"48,57",Medium,Full,Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=14.5 vibration=139Hz power=41% sweetzone=17sqin
prince-textreme-tour-100l-260-2019,Prince Textreme Tour 100L (260) (2019),2019,100,278,34,1 pts HL,314,65,"23,26,23",16x19,"48,57",Medium,Full,Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=14.2 vibration=149Hz power=40% sweetzone=16sqin
prince-textreme-tour-100p-2019,Prince Textreme Tour 100P (2019),2019,100,326,32,7 pts HL,324,66,"23,26,23",16x19,"48,57",Medium,Full,Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=15.1 vibration=145Hz power=41% sweetzone=17sqin
prince-textreme-tour-100t,Prince Textreme Tour 100T,,100,306,33.3,3 pts HL,314,62,"23,26,23",16x19,"48,57",Medium,Full,Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=14 vibration=136Hz power=40% sweetzone=16sqin
prince-textreme-tour-95,Prince Textreme Tour 95,,95,330,31.2,10 pts HL,308,63,"23,26,23",16x19,"48,57",Medium,Full,Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=13.6 vibration=137Hz power=39% sweetzone=14sqin
prince-textreme-tour-95-2019,Prince Textreme Tour 95 (2019),2019,95,337,31.8,8 pts HL,325,64,"23,26,23",16x19,"48,57",Medium,Full,Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=15.1 vibration=139Hz power=41% sweetzone=17sqin
prince-textreme-warrior-100,Prince Textreme Warrior 100,,100,315,32.5,6 pts HL,315,66,"24,26,24",16x19,"48,57",Medium,Medium-Full,Medium-Fast,"24/26/24mm beam, 16x19 pattern",Standard,TWU: twistweight=13.7 vibration=141Hz power=40% sweetzone=16sqin
prince-textreme-warrior-100-esp,Prince Textreme Warrior 100 ESP,,100,315,32.5,6 pts HL,316,65,"24,26,24",16x19,"48,57",Medium,Medium-Full,Medium-Fast,"24/26/24mm beam, 16x19 pattern",Standard,TWU: twistweight=14 vibration=145Hz power=40% sweetzone=16sqin
prince-textreme-warrior-100l,Prince Textreme Warrior 100L,,100,272,36,5 pts HH,315,66,"24,26,24",16x19,"48,57",Medium,Medium-Full,Medium-Fast,"24/26/24mm beam, 16x19 pattern",Standard,TWU: twistweight=14 vibration=156Hz power=40% sweetzone=15sqin
prince-textreme-warrior-100t,Prince Textreme Warrior 100T,,100,288,33.6,2 pts HL,302,65,"24,26,24",16x19,"48,57",Medium,Medium-Full,Medium-Fast,"24/26/24mm beam, 16x19 pattern",Standard,TWU: twistweight=13.8 vibration=153Hz power=39% sweetzone=14sqin
prince-textreme-warrior-107,Prince Textreme Warrior 107,,107,315,32.1,7 pts HL,314,67,"24,26,24",16x19,"48,57",Medium,Medium-Full,Medium-Fast,"24/26/24mm beam, 16x19 pattern",Standard,TWU: twistweight=15.4 vibration=154Hz power=40% sweetzone=16sqin
prince-textreme-warrior-107t,Prince Textreme Warrior 107T,,107,297,33.9,1 pts HL,313,68,"24,26,24",16x19,"48,57",Medium,Medium-Full,Medium-Fast,"24/26/24mm beam, 16x19 pattern",Standard,TWU: twistweight=15.4 vibration=157Hz power=40% sweetzone=16sqin
prince-textreme-warror-107-l,Prince Textreme Warror 107 L,,107,285,35,2 pts HH,312,64,"24,26,24",16x19,"48,57",Medium,Medium-Full,Medium-Fast,"24/26/24mm beam, 16x19 pattern",Standard,TWU: twistweight=15.1 vibration=154Hz power=40% sweetzone=16sqin
prince-tour-100-16x18,Prince Tour 100 (16x18),,100,325,32.1,7 pts HL,325,57,"21.5,21.5,21.5",18x20,"48,58",Low-Medium,Full,Fast,"21.5/21.5/21.5mm beam, 18x20 pattern",Control Spin,TWU: twistweight=15.2 vibration=128Hz power=41% sweetzone=17sqin
prince-tour-100-18x20,Prince Tour 100 (18x20),,100,330,32.5,6 pts HL,327,56,"21.5,21.5,21.5",18x20,"48,58",Low-Medium,Full,Fast,"21.5/21.5/21.5mm beam, 18x20 pattern",Control Precision,TWU: twistweight=15.5 vibration=125Hz power=41% sweetzone=17sqin
prince-tour-100t,Prince Tour 100T,,100,305,33.6,2 pts HL,313,60,"21.5,21.5,21.5",18x20,"48,58",Low-Medium,Full,Fast,"21.5/21.5/21.5mm beam, 18x20 pattern",Control,TWU: twistweight=14.8 vibration=136Hz power=40% sweetzone=16sqin
prince-tour-100t-esp,Prince Tour 100T ESP,,100,312,32.4,6 pts HL,305,61,"21.5,21.5,21.5",18x20,"48,58",Low-Medium,Full,Fast,"21.5/21.5/21.5mm beam, 18x20 pattern",Control,TWU: twistweight=14.7 vibration=135Hz power=39% sweetzone=14sqin
prince-tour-95,Prince Tour 95,,95,345,32.4,6 pts HL,337,60,"20,20,20",18x20,"48,58",Low,Full,Fast,"20/20/20mm beam, 18x20 pattern",Control,TWU: twistweight=14.3 vibration=131Hz power=42% sweetzone=17sqin
prince-tour-98,Prince Tour 98,,98,312,33.3,3 pts HL,316,60,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=14.2 vibration=135Hz power=40% sweetzone=16sqin
prince-tour-98-esp,Prince Tour 98 ESP,,98,328,32.2,7 pts HL,317,60,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=14.4 vibration=134Hz power=40% sweetzone=16sqin
prince-tour-diablo,Prince Tour Diablo,,93,340,32.2,7 pts HL,335,66,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=11.2 vibration=150Hz power=40% sweetzone=15sqin
prince-tour-diablo-mp,Prince Tour Diablo MP,,100,314,32.5,7 pts HL,319,62,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=12.8 vibration=141Hz power=39% sweetzone=14sqin length=27.25in
prince-tour-nxg-graphite-mp,Prince Tour NXG Graphite MP,,100,342,32,8 pts HL,331,63,"19,19,19",18x20,"48,58",Low-Medium,Full,Fast,"19/19/19mm beam, 18x20 pattern",Control,TWU: twistweight=13.7 vibration=143Hz power=40% sweetzone=16sqin length=27.25in
prince-tour-nxg-graphite-mid,Prince Tour NXG Graphite Mid,,92,352,31.2,10 pts HL,337,61,"19,19,19",18x20,"48,58",Low-Medium,Full,Fast,"19/19/19mm beam, 18x20 pattern",Control,TWU: twistweight=11.8 vibration=138Hz power=40% sweetzone=15sqin
prince-tour-nxg-graphite-os,Prince Tour NXG Graphite OS,,107,344,31.8,10 pts HL,343,63,"19,19,19",18x20,"48,58",Low-Medium,Full,Fast,"19/19/19mm beam, 18x20 pattern",Control,TWU: twistweight=13.1 vibration=143Hz power=41% sweetzone=17sqin length=27.5in
prince-tour-pro-100,Prince Tour Pro 100,,100,315,33,4 pts HL,316,58,"21.5,21.5,21.5",18x20,"48,58",Low-Medium,Full,Fast,"21.5/21.5/21.5mm beam, 18x20 pattern",Control,TWU: twistweight=13.7 vibration=133Hz power=40% sweetzone=16sqin
prince-tour-pro-100-esp,Prince Tour Pro 100 ESP,,100,323,32,7 pts HL,311,60,"21.5,21.5,21.5",18x20,"48,58",Low-Medium,Full,Fast,"21.5/21.5/21.5mm beam, 18x20 pattern",Control,TWU: twistweight=13.7 vibration=133Hz power=40% sweetzone=15sqin
prince-tour-pro-98,Prince Tour Pro 98,,98,321,33,4 pts HL,316,61,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=13.3 vibration=137Hz power=40% sweetzone=15sqin
prince-triple-threat-warrior-os,Prince Triple Threat Warrior OS,,107,306,33,6 pts HL,323,67,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Lightweight,TWU: twistweight=13.5 vibration=152Hz power=39% sweetzone=14sqin length=27.5in
prince-twistpower-x100,Prince Twistpower X100,,100,306,33,4 pts HL,314,66,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Standard,TWU: twistweight=14.1 vibration=149Hz power=40% sweetzone=15sqin
prince-twistpower-x100-tour,Prince Twistpower X100 Tour,,100,318,33,4 pts HL,326,66,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=14.9 vibration=141Hz power=41% sweetzone=17sqin
prince-twistpower-x105-290g,Prince Twistpower X105 (290g),,105,303,32,7 pts HL,312,63,"21,21,21",16x19,"50,60",Low,Full,Fast,"21/21/21mm beam, 16x19 pattern",Standard,TWU: twistweight=15 vibration=139Hz power=40% sweetzone=16sqin
prince-twistpower-x97-tour,Prince Twistpower X97 Tour,,97,323,32,7 pts HL,321,66,"21,21,21",16x19,"50,60",Low,Full,Fast,"21/21/21mm beam, 16x19 pattern",Control,TWU: twistweight=14.6 vibration=144Hz power=41% sweetzone=17sqin
prince-vortex-300g,Prince Vortex 300g,,100,318,32.5,6 pts HL,321,65,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Standard,TWU: twistweight=15.7 vibration=148Hz power=41% sweetzone=17sqin
prince-vortex-310g,Prince Vortex 310g,,100,326,32,7 pts HL,320,63,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Standard,TWU: twistweight=15.4 vibration=139Hz power=41% sweetzone=17sqin
prince-warrior-100,Prince Warrior 100,,100,312,32.7,5 pts HL,307,66,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Standard,TWU: twistweight=15 vibration=148Hz power=39% sweetzone=15sqin
prince-warrior-100-esp,Prince Warrior 100 ESP,,100,306,34,1 pts HL,314,67,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Standard,TWU: twistweight=15.5 vibration=146Hz power=40% sweetzone=16sqin
prince-warrior-100-pro,Prince Warrior 100 Pro,,100,319,33.1,4 pts HL,326,65,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=15.4 vibration=146Hz power=41% sweetzone=17sqin
prince-warrior-100l-esp,Prince Warrior 100L ESP,,100,270,37.1,9 pts HH,314,68,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Standard,TWU: twistweight=14.8 vibration=159Hz power=40% sweetzone=16sqin
prince-warrior-pro-100t-esp,Prince Warrior Pro 100T ESP,,100,291,34,1 pts HL,316,61,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=14.9 vibration=140Hz power=40% sweetzone=16sqin
prokennex-black-ace-300,ProKennex Black Ace (300),,100,318,33,4 pts HL,319,55,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=14.4 vibration=119Hz power=40% sweetzone=16sqin
prokennex-black-ace-300-2024,ProKennex Black Ace (300) 2024,2024,100,318,33,4 pts HL,324,55,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=15.8 vibration=130Hz power=41% sweetzone=17sqin
prokennex-black-ace-315,ProKennex Black Ace (315),,100,335,32,7 pts HL,325,56,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=14.9 vibration=122Hz power=41% sweetzone=17sqin
prokennex-black-ace-105,ProKennex Black Ace 105,,105,318,33,5 pts HL,326,64,"24,27,24",16x19,"48,58",Medium-High,Medium,Medium,"24/27/24mm beam, 16x19 pattern",Control,TWU: twistweight=16 vibration=133Hz power=41% sweetzone=17sqin length=27.25in
prokennex-black-ace-105-2024,ProKennex Black Ace 105 2024,2024,105,318,33,5 pts HL,322,62,"24,27,24",16x19,"48,58",Medium-High,Medium,Medium,"24/27/24mm beam, 16x19 pattern",Control,TWU: twistweight=16.2 vibration=138Hz power=41% sweetzone=0sqin length=27.25in
prokennex-black-ace-pro-2024,ProKennex Black Ace Pro 2024,2024,97,323,33,4 pts HL,325,57,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=15.4 vibration=133Hz power=41% sweetzone=16sqin
prokennex-ionic-ki-10-mp,ProKennex Ionic Ki 10 MP,,100,306,33.6,2 pts HL,309,67,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=13.5 vibration=152Hz power=38% sweetzone=12sqin
prokennex-ionic-ki-10-pse-mp,ProKennex Ionic Ki 10 PSE MP,,100,326,31.4,9 pts HL,321,63,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=14.3 vibration=143Hz power=39% sweetzone=14sqin
prokennex-ionic-ki-15,ProKennex Ionic Ki 15,,105,287,34.9,Even,331,72,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=14.3 vibration=164Hz power=40% sweetzone=17sqin length=27.5in
prokennex-ionic-ki-15-260,ProKennex Ionic Ki 15 260,,105,284,34.5,1 pts HL,312,66,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=14 vibration=151Hz power=40% sweetzone=16sqin length=27.5in
prokennex-ionic-ki-15-pse-new,ProKennex Ionic Ki 15 PSE (New),,105,331,32.8,6 pts HL,326,71,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=15.7 vibration=165Hz power=40% sweetzone=16sqin length=27.25in
prokennex-ionic-ki-20-new,ProKennex Ionic Ki 20 (New),,110,266,35.9,3 pts HH,320,67,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=15.3 vibration=155Hz power=39% sweetzone=15sqin length=27.5in
prokennex-ionic-ki-20-pse-new,ProKennex Ionic Ki 20 PSE (New),,110,301,34.8,Even,314,72,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=16.1 vibration=162Hz power=42% sweetzone=18sqin length=27.5in
prokennex-ionic-ki-30,ProKennex Ionic Ki 30,,117,272,33.6,4 pts HL,303,69,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=16 vibration=157Hz power=38% sweetzone=14sqin length=27.5in
prokennex-ionic-ki-30-new,ProKennex Ionic Ki 30 (New),,117,285,36,3 pts HH,336,66,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=18.2 vibration=173Hz power=41% sweetzone=18sqin length=27.5in
prokennex-ionic-ki-5,ProKennex Ionic Ki 5,,100,318,31.4,9 pts HL,315,61,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=14.5 vibration=138Hz power=40% sweetzone=15sqin
prokennex-ionic-ki-5-315,ProKennex Ionic Ki 5 315,,100,325,32.3,6 pts HL,316,62,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=14.9 vibration=140Hz power=40% sweetzone=16sqin
prokennex-ionic-ki-5-pse-new,ProKennex Ionic Ki 5 PSE (New),,100,365,31.5,9 pts HL,349,69,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=14.7 vibration=150Hz power=42% sweetzone=18sqin
prokennex-ionic-ki-5x-new,ProKennex Ionic Ki 5x (New),,100,334,33,6 pts HL,348,61,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=14.8 vibration=134Hz power=42% sweetzone=18sqin length=27.5in
prokennex-ki-10,ProKennex Ki 10,,100,300,33.1,4 pts HL,306,66,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=14.7 vibration=151Hz power=39% sweetzone=15sqin
prokennex-ki-10-305-2018,ProKennex Ki 10 (305) - 2018,2018,100,320,33,4 pts HL,330,70,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=15.4 vibration=158Hz power=42% sweetzone=18sqin
prokennex-ki-15-260-2018,ProKennex Ki 15 (260) - 2018,2018,105,275,34.8,Even,316,70,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=14.6 vibration=168Hz power=40% sweetzone=16sqin length=27.5in
prokennex-ki-15-300-2018,ProKennex Ki 15 (300) - 2018,2018,105,315,33,6 pts HL,324,67,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=15.2 vibration=162Hz power=42% sweetzone=17sqin length=27.5in
prokennex-ki-15-pse,ProKennex Ki 15 PSE,,105,329,32.4,7 pts HL,323,67,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=15.2 vibration=152Hz power=40% sweetzone=16sqin length=27.25in
prokennex-ki-5-300-2018,ProKennex Ki 5 (300) - 2018,2018,100,315,33,4 pts HL,325,70,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=14.9 vibration=149Hz power=41% sweetzone=17sqin
prokennex-ki-5-320-2018,ProKennex Ki 5 (320) - 2018,2018,100,337,32,7 pts HL,324,67,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=14.8 vibration=147Hz power=41% sweetzone=17sqin
prokennex-ki-5-280,ProKennex Ki 5 280,,100,294,34,1 pts HL,308,70,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=15.2 vibration=156Hz power=40% sweetzone=15sqin
prokennex-ki-5-320,ProKennex Ki 5 320,,100,333,32,7 pts HL,321,67,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=15.1 vibration=152Hz power=41% sweetzone=17sqin
prokennex-ki-black-ace-pro,ProKennex Ki Black Ace Pro,,97,323,33,4 pts HL,330,57,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=15.1 vibration=123Hz power=42% sweetzone=18sqin
prokennex-ki-q-20-2021,ProKennex Ki Q+ 20 (2021),2021,110,298,33,5 pts HL,320,68,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=15.6 vibration=146Hz power=41% sweetzone=17sqin length=27.25in
prokennex-ki-q-5-pro-2021,ProKennex Ki Q+ 5 Pro (2021),2021,100,332,32,7 pts HL,334,67,"23,26,23",16x19,"50,60",Medium,Medium-Full,Medium-Fast,"23/26/23mm beam, 16x19 pattern",Control,TWU: twistweight=14.5 vibration=137Hz power=42% sweetzone=17sqin
